date,demand,temp
2015-01-01,1.736065,1.7
2015-01-02,1.831672,2.2
2015-01-03,1.714934,14.4
2015-01-04,1.628577,15.6
2015-01-05,2.045394,0.0
2015-01-06,2.122799,-6.7
2015-01-07,2.243265,-9.4
2015-01-08,2.2409749999999997,-8.9
2015-01-09,2.128072,-6.1
2015-01-10,1.9797339999999999,-8.9
2015-01-11,1.848006,2.8
2015-01-12,1.9547729999999999,2.2
2015-01-13,2.050525,-3.3
2015-01-14,2.053841,-4.4
2015-01-15,1.996889,-1.1
2015-01-16,1.938242,0.6
2015-01-17,1.688093,10.0
2015-01-18,1.6824590000000001,7.2
2015-01-19,1.846124,3.3
2015-01-20,1.940944,1.1
2015-01-21,1.958137,1.7
2015-01-22,1.9629,1.1
2015-01-23,1.89226,1.1
2015-01-24,1.7430530000000002,-0.6
2015-01-25,1.747487,1.7
2015-01-26,1.957972,-1.7
2015-01-27,2.104436,-5.6
2015-01-28,2.025296,-4.4
2015-01-29,2.040911,3.3
2015-01-30,2.0329,-0.6
2015-01-31,1.827758,-2.2
2015-02-01,1.7790599999999999,2.2
2015-02-02,2.0927379999999998,3.9
2015-02-03,2.046704,-3.3
2015-02-04,1.919818,5.6
2015-02-05,2.105683,-3.9
2015-02-06,2.060245,-2.2
2015-02-07,1.727011,7.8
2015-02-08,1.6181189999999999,11.7
2015-02-09,1.9443119999999998,6.7
2015-02-10,1.937798,-0.6
2015-02-11,1.934597,2.8
2015-02-12,2.11002,0.6
2015-02-13,2.105359,-7.2
2015-02-14,1.981781,-2.2
2015-02-15,2.061238,-15.0
2015-02-16,2.208835,-12.2
2015-02-17,2.094238,-6.7
2015-02-18,2.2203180000000002,-6.7
2015-02-19,2.314347,-14.4
2015-02-20,2.244704,-11.7
2015-02-21,1.924774,1.1
2015-02-22,1.805223,0.6
2015-02-23,2.1225970000000003,-5.6
2015-02-24,2.130849,-3.3
2015-02-25,1.998442,0.6
2015-02-26,2.086202,-6.1
2015-02-27,2.065648,-8.3
2015-02-28,1.839992,-3.9
2015-03-01,1.798751,1.1
2015-03-02,1.94199,0.6
2015-03-03,1.957423,9.4
2015-03-04,1.959039,6.7
2015-03-05,2.122452,-2.2
2015-03-06,2.071264,-5.0
2015-03-07,1.787719,4.4
2015-03-08,1.620028,7.2
2015-03-09,1.667914,11.1
2015-03-10,1.722883,7.2
2015-03-11,1.71556,6.1
2015-03-12,1.782731,10.0
2015-03-13,1.7180630000000001,14.4
2015-03-14,1.5465730000000002,12.8
2015-03-15,1.555215,7.8
2015-03-16,1.677762,18.9
2015-03-17,1.748387,14.4
2015-03-18,1.782923,6.7
2015-03-19,1.765704,7.8
2015-03-20,1.762908,5.6
2015-03-21,1.51523,12.8
2015-03-22,1.552229,4.4
2015-03-23,1.74847,3.3
2015-03-24,1.709835,8.3
2015-03-25,1.7320280000000001,20.6
2015-03-26,1.704423,9.4
2015-03-27,1.754021,2.8
2015-03-28,1.730319,-1.7
2015-03-29,1.52113,7.2
2015-03-30,1.603353,11.1
2015-03-31,1.644422,15.0
2015-04-01,1.635337,14.4
2015-04-02,1.562928,20.6
2015-04-03,1.433312,17.2
2015-04-04,1.3961130000000002,8.9
2015-04-05,1.3224939999999998,17.2
2015-04-06,1.537137,20.0
2015-04-07,1.547973,16.7
2015-04-08,1.635943,21.1
2015-04-09,1.661411,24.4
2015-04-10,1.646491,19.4
2015-04-11,1.3362100000000001,13.3
2015-04-12,1.374208,20.0
2015-04-13,1.626463,26.7
2015-04-14,1.575199,17.2
2015-04-15,1.583408,18.9
2015-04-16,1.593277,15.6
2015-04-17,1.6199059999999998,21.7
2015-04-18,1.428142,25.0
2015-04-19,1.33602,21.7
2015-04-20,1.5946150000000001,22.8
2015-04-21,1.566106,13.9
2015-04-22,1.641716,12.2
2015-04-23,1.660344,6.7
2015-04-24,1.624972,13.3
2015-04-25,1.417332,11.7
2015-04-26,1.3414949999999999,14.4
2015-04-27,1.5321690000000001,8.9
2015-04-28,1.558402,17.2
2015-04-29,1.602172,20.6
2015-04-30,1.566663,15.0
2015-05-01,1.5819239999999999,20.0
2015-05-02,1.4011010000000002,22.2
2015-05-03,1.4305350000000001,25.0
2015-05-04,1.7758530000000001,27.2
2015-05-05,1.7673510000000001,23.3
2015-05-06,1.982666,28.3
2015-05-07,2.0730560000000002,29.4
2015-05-08,2.217641,30.6
2015-05-09,2.162773,30.6
2015-05-10,2.1923209999999997,30.6
2015-05-11,2.5211439999999996,30.6
2015-05-12,1.906833,22.2
2015-05-13,1.562275,12.2
2015-05-14,1.6285889999999998,20.0
2015-05-15,1.759205,26.1
2015-05-16,1.7087970000000001,25.0
2015-05-17,1.90054,26.1
2015-05-18,2.330187,27.8
2015-05-19,2.105933,24.4
2015-05-20,1.643864,12.8
2015-05-21,1.6821700000000002,12.2
2015-05-22,1.6450879999999999,20.0
2015-05-23,1.435752,22.2
2015-05-24,1.544351,26.7
2015-05-25,1.954169,27.8
2015-05-26,2.2164360000000003,26.7
2015-05-27,2.227097,27.2
2015-05-28,2.2319009999999997,26.7
2015-05-29,2.3319029999999996,30.0
2015-05-30,2.100737,27.8
2015-05-31,2.059034,28.3
2015-06-01,1.640036,15.6
2015-06-02,1.663211,17.2
2015-06-03,1.7283810000000002,21.7
2015-06-04,1.921615,25.0
2015-06-05,2.153111,27.8
2015-06-06,1.717011,23.9
2015-06-07,1.936838,28.9
2015-06-08,2.202273,26.1
2015-06-09,1.967314,23.9
2015-06-10,2.381218,30.0
2015-06-11,2.6241790000000003,31.7
2015-06-12,2.628339,32.2
2015-06-13,2.271005,28.3
2015-06-14,2.272547,29.4
2015-06-15,2.523167,28.3
2015-06-16,2.379714,27.2
2015-06-17,1.9345830000000002,22.2
2015-06-18,2.391154,28.9
2015-06-19,2.160462,25.0
2015-06-20,1.88341,24.4
2015-06-21,2.1843000000000004,28.9
2015-06-22,2.478288,29.4
2015-06-23,2.491678,28.3
2015-06-24,2.191245,26.1
2015-06-25,1.98977,23.9
2015-06-26,2.150284,27.2
2015-06-27,1.732507,23.9
2015-06-28,1.496912,18.9
2015-06-29,1.8128499999999999,23.9
2015-06-30,1.976691,25.0
2015-07-01,1.931366,23.9
2015-07-02,1.952524,25.0
2015-07-03,2.079788,26.1
2015-07-04,1.87181,26.7
2015-07-05,1.940171,27.8
2015-07-06,2.268982,27.2
2015-07-07,2.525224,29.4
2015-07-08,1.998693,22.8
2015-07-09,2.2952890000000004,27.2
2015-07-10,1.9262439999999998,22.8
2015-07-11,2.017319,27.8
2015-07-12,1.862727,26.1
2015-07-13,2.335324,26.7
2015-07-14,2.352495,26.7
2015-07-15,2.1481689999999998,23.9
2015-07-16,2.0734679999999996,26.1
2015-07-17,2.2224340000000002,28.3
2015-07-18,2.469078,30.6
2015-07-19,2.513443,31.1
2015-07-20,2.584383,29.4
2015-07-21,2.520451,28.3
2015-07-22,2.096822,25.0
2015-07-23,2.246125,27.2
2015-07-24,2.332341,29.4
2015-07-25,2.300257,30.0
2015-07-26,2.328223,29.4
2015-07-27,2.645959,31.7
2015-07-28,2.7006219999999996,32.8
2015-07-29,2.804025,32.8
2015-07-30,2.690799,30.6
2015-07-31,2.4560410000000004,30.0
2015-08-01,2.147138,27.8
2015-08-02,2.273214,30.0
2015-08-03,2.3513249999999997,27.8
2015-08-04,2.3309119999999997,27.8
2015-08-05,2.24733,26.1
2015-08-06,1.841214,21.7
2015-08-07,1.954283,25.0
2015-08-08,2.0539989999999997,28.3
2015-08-09,2.243651,28.9
2015-08-10,2.399289,28.9
2015-08-11,2.350679,27.2
2015-08-12,2.093002,25.6
2015-08-13,2.0171669999999997,25.6
2015-08-14,2.308134,30.0
2015-08-15,2.327209,30.0
2015-08-16,2.460035,31.1
2015-08-17,2.684968,31.7
2015-08-18,2.272124,26.7
2015-08-19,2.682801,31.1
2015-08-20,2.405799,26.7
2015-08-21,2.130744,25.0
2015-08-22,1.90429,26.1
2015-08-23,2.075228,27.8
2015-08-24,2.184964,25.6
2015-08-25,1.79617,21.1
2015-08-26,1.68263,20.0
2015-08-27,1.7547080000000002,21.1
2015-08-28,1.969552,26.1
2015-08-29,2.018036,28.3
2015-08-30,2.2262370000000002,27.8
2015-08-31,2.593315,31.1
2015-09-01,2.651447,31.7
2015-09-02,2.6463850000000004,32.2
2015-09-03,2.58646,31.7
2015-09-04,2.629973,31.1
2015-09-05,2.392171,30.0
2015-09-06,2.293421,31.1
2015-09-07,2.4717779999999996,32.2
2015-09-08,2.735081,32.8
2015-09-09,2.646946,31.1
2015-09-10,1.9240760000000001,23.3
2015-09-11,2.06506,26.7
2015-09-12,1.550725,19.4
2015-09-13,1.425537,17.2
2015-09-14,1.67974,22.8
2015-09-15,1.850538,26.1
2015-09-16,2.04616,27.8
2015-09-17,2.1254470000000003,28.3
2015-09-18,2.146952,28.3
2015-09-19,1.997445,27.8
2015-09-20,1.586655,22.2
2015-09-21,1.7429700000000001,22.8
2015-09-22,1.844319,23.9
2015-09-23,1.9048040000000002,26.1
2015-09-24,1.943293,26.7
2015-09-25,1.85203,25.0
2015-09-26,1.592066,23.9
2015-09-27,1.6132360000000001,23.9
2015-09-28,1.8092190000000001,22.2
2015-09-29,1.814234,21.1
2015-09-30,1.6695470000000001,17.8
2015-10-01,1.596352,18.3
2015-10-02,1.548221,12.8
2015-10-03,1.427664,11.1
2015-10-04,1.4302000000000001,17.8
2015-10-05,1.568073,21.7
2015-10-06,1.65906,23.9
2015-10-07,1.638354,21.7
2015-10-08,1.689636,23.9
2015-10-09,1.6791179999999999,21.1
2015-10-10,1.427211,17.2
2015-10-11,1.418797,20.6
2015-10-12,1.6204649999999998,23.3
2015-10-13,1.655587,17.2
2015-10-14,1.600621,13.9
2015-10-15,1.592117,17.2
2015-10-16,1.5361310000000001,12.8
2015-10-17,1.468985,6.7
2015-10-18,1.4845519999999999,6.7
2015-10-19,1.589065,15.0
2015-10-20,1.575732,21.1
2015-10-21,1.5816890000000001,21.7
2015-10-22,1.627454,20.6
2015-10-23,1.5312329999999998,17.8
2015-10-24,1.417031,18.9
2015-10-25,1.4056110000000002,16.7
2015-10-26,1.575975,13.9
2015-10-27,1.5924909999999999,14.4
2015-10-28,1.636463,17.8
2015-10-29,1.533784,16.7
2015-10-30,1.573045,8.9
2015-10-31,1.4383979999999998,12.8
2015-11-01,1.47622,18.3
2015-11-02,1.593055,19.4
2015-11-03,1.612816,22.8
2015-11-04,1.676597,24.4
2015-11-05,1.693497,24.4
2015-11-06,1.697581,20.6
2015-11-07,1.437001,12.2
2015-11-08,1.469071,11.1
2015-11-09,1.6544729999999999,13.3
2015-11-10,1.655325,12.2
2015-11-11,1.6460299999999999,11.1
2015-11-12,1.674051,18.3
2015-11-13,1.6743789999999998,10.0
2015-11-14,1.520671,7.8
2015-11-15,1.490704,16.7
2015-11-16,1.61205,16.7
2015-11-17,1.6481400000000002,17.8
2015-11-18,1.6377460000000001,17.8
2015-11-19,1.637503,17.2
2015-11-20,1.636366,8.9
2015-11-21,1.531665,13.3
2015-11-22,1.651233,3.9
2015-11-23,1.783646,2.2
2015-11-24,1.7187629999999998,7.8
2015-11-25,1.6859570000000001,13.9
2015-11-26,1.386692,17.8
2015-11-27,1.48172,17.8
2015-11-28,1.524159,15.0
2015-11-29,1.614234,4.4
2015-11-30,1.748994,7.2
2015-12-01,1.71289,13.9
2015-12-02,1.68622,9.4
2015-12-03,1.803145,3.9
2015-12-04,1.685213,7.8
2015-12-05,1.634174,8.3
2015-12-06,1.664273,7.8
2015-12-07,1.800558,8.3
2015-12-08,1.783898,7.8
2015-12-09,1.731836,13.3
2015-12-10,1.725009,12.8
2015-12-11,1.689721,16.1
2015-12-12,1.551153,20.0
2015-12-13,1.568967,17.8
2015-12-14,1.740645,17.2
2015-12-15,1.744945,10.6
2015-12-16,1.702857,13.3
2015-12-17,1.739257,11.7
2015-12-18,1.840071,1.1
2015-12-19,1.771082,0.0
2015-12-20,1.731123,4.4
2015-12-21,1.7760440000000002,10.6
2015-12-22,1.7010139999999998,16.1
2015-12-23,1.672701,17.2
2015-12-24,1.454028,17.2
2015-12-25,1.374554,13.3
2015-12-26,1.494981,13.3
2015-12-27,1.566046,18.9
2015-12-28,1.8021340000000001,5.0
2015-12-29,1.713649,11.1
2015-12-30,1.69472,8.9
2015-12-31,1.707659,5.0
2016-01-01,1.623065,1.7
2016-01-02,1.684877,1.7
2016-01-03,1.7470219999999999,1.1
2016-01-04,1.95274,-2.2
2016-01-05,1.9703979999999999,-3.3
2016-01-06,1.914327,5.0
2016-01-07,1.812655,7.8
2016-01-08,1.797217,4.4
2016-01-09,1.600211,12.2
2016-01-10,1.753343,8.3
2016-01-11,1.9484659999999998,-6.1
2016-01-12,2.023173,-1.1
2016-01-13,2.037149,-8.3
2016-01-14,1.824143,5.6
2016-01-15,1.7145029999999999,9.4
2016-01-16,1.711125,5.0
2016-01-17,1.763632,-1.1
2016-01-18,2.072121,-11.1
2016-01-19,2.059627,-7.8
2016-01-20,2.021894,-7.2
2016-01-21,1.989194,-5.6
2016-01-22,1.981282,-5.6
2016-01-23,1.870358,-1.7
2016-01-24,1.820807,-2.2
2016-01-25,1.8329369999999998,6.7
2016-01-26,1.804615,10.0
2016-01-27,1.889165,0.0
2016-01-28,1.843939,5.6
2016-01-29,1.868032,2.2
2016-01-30,1.612318,12.8
2016-01-31,1.494435,16.1
2016-02-01,1.6593959999999999,15.6
2016-02-02,1.693904,10.0
2016-02-03,1.627823,16.7
2016-02-04,1.7463019999999998,5.0
2016-02-05,1.720633,2.2
2016-02-06,1.582338,5.6
2016-02-07,1.558794,10.0
2016-02-08,1.7149,6.1
2016-02-09,1.8420999999999998,0.0
2016-02-10,1.941436,-4.4
2016-02-11,1.983727,-8.3
2016-02-12,1.95265,-6.7
2016-02-13,1.94833,-8.9
2016-02-14,1.859796,-8.3
2016-02-15,1.8723830000000001,1.1
2016-02-16,1.861998,1.7
2016-02-17,1.864531,1.1
2016-02-18,1.840971,0.0
2016-02-19,1.7680740000000001,15.0
2016-02-20,1.452168,19.4
2016-02-21,1.53067,12.2
2016-02-22,1.6202539999999999,8.9
2016-02-23,1.622241,11.1
2016-02-24,1.631652,16.1
2016-02-25,1.792009,7.8
2016-02-26,1.772376,-0.6
2016-02-27,1.60625,5.0
2016-02-28,1.479991,17.2
2016-02-29,1.650905,15.0
2016-03-01,1.605127,18.3
2016-03-02,1.794716,4.4
2016-03-03,1.7606300000000001,1.1
2016-03-04,1.727117,0.6
2016-03-05,1.551044,5.0
2016-03-06,1.5808740000000001,4.4
2016-03-07,1.564201,18.9
2016-03-08,1.537569,21.7
2016-03-09,1.565254,23.3
2016-03-10,1.5729570000000002,17.2
2016-03-11,1.532799,12.8
2016-03-12,1.399834,20.0
2016-03-13,1.440869,14.4
2016-03-14,1.524009,21.7
2016-03-15,1.540835,15.0
2016-03-16,1.551248,20.0
2016-03-17,1.55123,15.0
2016-03-18,1.514274,15.0
2016-03-19,1.459182,4.4
2016-03-20,1.552223,2.8
2016-03-21,1.640263,6.1
2016-03-22,1.628528,15.6
2016-03-23,1.560028,19.4
2016-03-24,1.525161,23.3
2016-03-25,1.486442,15.0
2016-03-26,1.400634,14.4
2016-03-27,1.3245060000000002,24.4
2016-03-28,1.54318,16.1
2016-03-29,1.576953,11.1
2016-03-30,1.5581489999999998,20.6
2016-03-31,1.558739,22.2
2016-04-01,1.5216010000000002,20.0
2016-04-02,1.461349,10.0
2016-04-03,1.4501220000000001,9.4
2016-04-04,1.6225319999999999,12.8
2016-04-05,1.6533140000000002,5.6
2016-04-06,1.61619,19.4
2016-04-07,1.5494700000000001,12.8
2016-04-08,1.611022,7.8
2016-04-09,1.548151,1.7
2016-04-10,1.531952,8.9
2016-04-11,1.554576,17.8
2016-04-12,1.529907,10.0
2016-04-13,1.588642,13.3
2016-04-14,1.531558,18.9
2016-04-15,1.5189970000000002,21.1
2016-04-16,1.377519,23.3
2016-04-17,1.4663869999999999,27.2
2016-04-18,1.641429,26.7
2016-04-19,1.6072,22.2
2016-04-20,1.555698,22.8
2016-04-21,1.582433,23.9
2016-04-22,1.582347,20.0
2016-04-23,1.351717,15.6
2016-04-24,1.3533309999999998,21.1
2016-04-25,1.630263,26.1
2016-04-26,1.663913,23.9
2016-04-27,1.5048679999999999,19.4
2016-04-28,1.513445,13.3
2016-04-29,1.506543,13.9
2016-04-30,1.3755119999999998,18.9
2016-05-01,1.418096,22.8
2016-05-02,1.5485470000000001,19.4
2016-05-03,1.499719,16.7
2016-05-04,1.519607,16.7
2016-05-05,1.499491,17.2
2016-05-06,1.500544,20.6
2016-05-07,1.34792,22.2
2016-05-08,1.326036,18.3
2016-05-09,1.4810969999999999,13.3
2016-05-10,1.5283209999999998,20.0
2016-05-11,1.579374,22.2
2016-05-12,1.713333,25.6
2016-05-13,1.600432,21.1
2016-05-14,1.35429,13.9
2016-05-15,1.3684990000000001,9.4
2016-05-16,1.4953640000000001,17.2
2016-05-17,1.4790519999999998,16.1
2016-05-18,1.5054770000000002,15.0
2016-05-19,1.559066,20.6
2016-05-20,1.581344,22.8
2016-05-21,1.397495,17.8
2016-05-22,1.3650579999999999,18.9
2016-05-23,1.620454,26.1
2016-05-24,1.7229590000000001,26.7
2016-05-25,1.878204,27.8
2016-05-26,2.0774589999999997,26.7
2016-05-27,2.280701,30.6
2016-05-28,2.2660169999999997,31.1
2016-05-29,1.918,27.2
2016-05-30,2.014399,28.3
2016-05-31,2.2890520000000003,30.6
2016-06-01,2.4391950000000002,31.1
2016-06-02,2.271809,27.8
2016-06-03,2.272115,28.3
2016-06-04,1.909597,26.7
2016-06-05,1.764453,23.9
2016-06-06,2.018798,26.7
2016-06-07,1.786815,21.7
2016-06-08,1.543565,18.9
2016-06-09,1.648907,22.2
2016-06-10,1.907576,27.2
2016-06-11,2.317494,32.2
2016-06-12,1.829542,26.7
2016-06-13,1.836155,24.4
2016-06-14,1.93321,26.1
2016-06-15,2.273911,30.0
2016-06-16,2.022914,25.0
2016-06-17,2.1320419999999998,27.2
2016-06-18,2.09874,28.9
2016-06-19,2.133432,28.9
2016-06-20,2.50883,30.6
2016-06-21,2.404243,28.9
2016-06-22,2.12444,26.7
2016-06-23,1.879601,22.2
2016-06-24,2.2109929999999998,28.3
2016-06-25,2.253641,30.0
2016-06-26,2.4136770000000003,32.8
2016-06-27,2.610747,31.1
2016-06-28,2.369346,27.8
2016-06-29,1.82389,22.8
2016-06-30,1.986968,26.1
